,study,score,status,weight
1354,4,3,0,1
1355,4,17,1,1
1356,4,13,1,1
1357,4,0,0,1
1358,4,10,1,1
1359,4,12,0,1
1360,4,9,1,1
1361,4,6,0,1
1362,4,12,1,1
1363,4,0,0,1
1364,4,4,0,1
1365,4,4,0,1
1366,4,6,0,1
1367,4,11,1,1
1368,4,17,1,1
1369,4,1,0,1
1370,4,3,0,1
1371,4,7,1,1
1372,4,3,0,1
1373,4,4,0,1
1374,4,0,1,1
1375,4,0,0,1
1376,4,18,0,1
1377,4,0,0,1
1378,4,13,0,1
1379,4,0,0,1
1380,4,1,0,1
1381,4,8,1,1
1382,4,4,0,1
1383,4,5,0,1
1384,4,4,0,1
1385,4,5,0,1
1386,4,0,0,1
1387,4,0,0,1
1388,4,8,1,1
1389,4,15,0,1
1390,4,21,1,1
1391,4,0,0,1
1392,4,6,1,1
1393,4,7,0,1
1394,4,0,0,1
1395,4,4,0,1
1396,4,6,0,1
1397,4,2,0,1
1398,4,10,0,1
1399,4,8,1,1
1400,4,1,0,1
1401,4,2,1,1
1402,4,7,0,1
1403,4,21,1,1
1404,4,0,0,1
1405,4,21,1,1
1406,4,9,1,1
1407,4,9,0,1
1408,4,16,1,1
1409,4,11,1,1
1410,4,0,0,1
1411,4,2,1,1
1412,4,2,0,1
1413,4,2,0,1
1414,4,3,0,1
1415,4,12,1,1
1416,4,1,0,1
1417,4,2,0,1
1418,4,4,0,1
1419,4,7,0,1
1420,4,5,0,1
1421,4,13,1,1
1422,4,0,0,1
1423,4,1.25,0,1
1424,4,0,0,1
1425,4,15,1,1
1426,4,3,1,1
1427,4,10,1,1
1428,4,12,0,1
1429,4,6,0,1
1430,4,14,0,1
1431,4,14,0,1
1432,4,12,0,1
1433,4,16,1,1
1434,4,18,0,1
1435,4,8,1,1
1436,4,7,1,1
1437,4,0,1,1
1438,4,16,1,1
1439,4,7,0,1
1440,4,13,1,1
1441,4,10.125,0,1
1442,4,18,0,1
1443,4,5,0,1
1444,4,9,0,1
1445,4,14,1,1
1446,4,8,0,1
1447,4,14,1,1
1448,4,0,0,1
1449,4,4,0,1
1450,4,0,0,1
1451,4,0,0,1
1452,4,0,0,1
1453,4,9,0,1
1454,4,1,0,1
1455,4,13,1,1
1456,4,5,0,1
1457,4,0,0,1
1458,4,12,0,1
1459,4,0,0,1
1460,4,15,0,1
1461,4,8,1,1
1462,4,10,0,1
1463,4,9,0,1
1464,4,1,0,1
1465,4,7,1,1
1466,4,7,0,1
1467,4,3,0,1
1468,4,14,1,1
1469,4,10,1,1
1470,4,0,0,1
1471,4,4,1,1
1472,4,0,0,1
1473,4,3,0,1
1474,4,1,0,1
1475,4,17,1,1
1476,4,2,0,1
1477,4,21,1,1
1478,4,6,0,1
1479,4,2,0,1
1480,4,6,0,1
1481,4,2,0,1
1482,4,0,0,1
1483,4,3,0,1
1484,4,7.75,0,1
1485,4,3,0,1
1486,4,7,0,1
1487,4,12,1,1
1488,4,2,0,1
1489,4,1,0,1
1490,4,0,0,1
1491,4,7,0,1
1492,4,18,1,1
1493,4,4,0,1
1494,4,3,0,1
1495,4,0,0,1
1496,4,4,0,1
1497,4,6,0,1
1498,4,25.875,1,1
1499,4,6,1,1
1500,4,1,0,1
1501,4,5,0,1
1502,4,5,0,1
1503,4,11,1,1
1504,4,0,0,1
1505,4,1,0,1
1506,4,4,0,1
1507,4,2,0,1
1508,4,6,1,1
1509,4,11,1,1
1510,4,0,0,1
1511,4,1,0,1
1512,4,12,0,1
1513,4,20,1,1
1514,4,7,0,1
1515,4,3.5,1,1
1516,4,13,1,1
1517,4,1,0,1
1518,4,7,1,1
1519,4,7,1,1
1520,4,0,0,1
1521,4,5,0,1
1522,4,4,0,1
1523,4,1,0,1
1524,4,11,1,1
1525,4,2,0,1
1526,4,15,1,1
1527,4,10,1,1
1528,4,3,0,1
1529,4,2,0,1
1530,4,17,1,1
1531,4,2,0,1
1532,4,1,0,1
1533,4,6,0,1
1534,4,4,0,1
1535,4,5,0,1
1536,4,7,1,1
1537,4,2,0,1
1538,4,2,0,1
1539,4,8,1,1
1540,4,0.125,0,1
1541,4,7,0,1
1542,4,6,1,1
1543,4,7,0,1
1544,4,3,0,1
1545,4,4,0,1
1546,4,1,1,1
1547,4,14,1,1
1548,4,27,1,1
1549,4,0,0,1
1550,4,3.125,0,1
1551,4,3,0,1
1552,4,0,0,1
1553,4,10,1,1
1554,4,3,0,1
1555,4,1,0,1
1556,4,9,0,1
1557,4,8,0,1
1558,4,1,0,1
1559,4,3,0,1
1560,4,2,0,1
1561,4,7,1,1
1562,4,0,1,1
1563,4,4,0,1
1564,4,0,0,1
1565,4,4,0,1
1566,4,4,0,1
1567,4,0,0,1
1568,4,10,0,1
1569,4,3,0,1
1570,4,3.375,0,1
1571,4,5,0,1
1572,4,1,0,1
1573,4,0,0,1
1574,4,0,0,1
1575,4,5,0,1
1576,4,21,1,1
1577,4,3,0,1
1578,4,2,0,1
1579,4,1,0,1
1580,4,10,1,1
1581,4,8,1,1
1582,4,12,1,1
1583,4,16,1,1
1584,4,3,0,1
1585,4,2,0,1
1586,4,1,0,1
1587,4,16,0,1
1588,4,14,1,1
1589,4,1,0,1
1590,4,9,1,1
1591,4,11,1,1
1592,4,1,0,1
1593,4,21,1,1
1594,4,4,0,1
1595,4,3,0,1
1596,4,3,0,1
1597,4,4,0,1
1598,4,3,0,1
1599,4,9,1,1
1600,4,3,0,1
1601,4,0,1,1
1602,4,10,1,1
1603,4,0,0,1
1604,4,11,1,1
1605,4,9,1,1
1606,4,4,0,1
1607,4,12,1,1
1608,4,11,1,1
1609,4,8,1,1
1610,4,7,1,1
1611,4,4,1,1
1612,4,1,1,1
1613,4,14,1,1
1614,4,21,1,1
1615,4,0,0,1
1616,4,5,0,1
1617,4,0,0,1
1618,4,8,1,1
1619,4,1,0,1
1620,4,1,0,1
1621,5,19,1,0.50363151
1622,5,11,0,0.482317105
1623,5,10,0,0.381532346
1624,5,4,0,4.391037224
1625,5,7,0,0.381532346
1626,5,7,1,0.381532346
1627,5,5,0,0.381532346
1628,5,13,0,0.482317105
1629,5,18,1,0.50363151
1630,5,20,1,0.50363151
1631,5,5,0,0.381532346
1632,5,9,1,0.482317105
1633,5,4,0,0.482317105
1634,5,12,1,0.482317105
1635,5,5,0,0.381532346
1636,5,18,1,0.50363151
1637,5,15,0,0.482317105
1638,5,12,1,0.50363151
1639,5,10,0,0.381532346
1640,5,9,0,0.381532346
1641,5,13,0,0.381532346
1642,5,9,0,0.482317105
1643,5,7,1,0.482317105
1644,5,12,1,0.482317105
1645,5,15,1,0.50363151
1646,5,14,0,0.482317105
1647,5,22,0,0.50363151
1648,5,10,1,0.381532346
1649,5,27,1,0.50363151
1650,5,7,1,0.482317105
1651,5,5,0,0.381532346
1652,5,7,0,0.381532346
1653,5,6,0,0.381532346
1654,5,8,0,0.381532346
1655,5,11,0,0.381532346
1656,5,8,0,0.381532346
1657,5,15,1,0.50363151
1658,5,11,0,0.381532346
1659,5,7,0,0.381532346
1660,5,10,0,0.482317105
1661,5,3,0,0.381532346
1662,5,7,0,0.381532346
1663,5,23,1,0.50363151
1664,5,4,0,0.381532346
1665,5,11,0,0.50363151
1666,5,5,0,0.381532346
1667,5,7,0,0.482317105
1668,5,8,0,0.381532346
1669,5,15,1,0.381532346
1670,5,21,1,0.50363151
1671,5,10,0,0.381532346
1672,5,10,0,0.482317105
1673,5,24,1,0.50363151
1674,5,10,1,0.482317105
1675,5,9,0,0.381532346
1676,5,5,0,0.381532346
1677,5,4,0,0.381532346
1678,5,13,1,0.482317105
1679,5,6,0,0.381532346
1680,5,16,1,0.482317105
1681,5,14,1,0.482317105
1682,5,14,1,0.50363151
1683,5,3,0,0.381532346
1684,5,22,1,0.50363151
1685,5,18,1,0.50363151
1686,5,5,0,0.482317105
1687,5,9,0,0.381532346
1688,5,16,1,0.50363151
1689,5,15,0,0.50363151
1690,5,11,0,0.381532346
1691,5,3,0,4.391037224
1692,5,8,0,0.381532346
1693,5,5,0,0.381532346
1694,5,22,1,0.50363151
1695,5,18,1,0.50363151
1696,5,0,0,4.391037224
1697,5,11,0,0.381532346
1698,5,7,0,0.482317105
1699,5,14,0,0.482317105
1700,5,5,0,0.381532346
1701,5,7,0,0.381532346
1702,5,11,0,0.482317105
1703,5,13,1,0.50363151
1704,5,20,1,0.50363151
1705,5,12,1,0.482317105
1706,5,16,1,0.50363151
1707,5,2,0,4.391037224
1708,5,17,1,0.50363151
1709,5,9,0,0.381532346
1710,5,6,0,0.381532346
1711,5,7,0,0.381532346
1712,5,12,1,0.482317105
1713,5,11,0,0.381532346
1714,5,7,0,0.381532346
1715,5,1,0,4.391037224
1716,5,12,1,0.482317105
1717,5,11,0,0.482317105
1718,5,25,1,0.50363151
1719,5,15,1,0.482317105
1720,5,7,0,0.482317105
1721,5,3,0,4.391037224
1722,5,5,0,0.381532346
1723,5,16,0,0.50363151
1724,5,12,0,0.381532346
1725,5,13,1,0.482317105
1726,5,13,0,0.381532346
1727,5,2,0,4.391037224
1728,5,7,1,0.381532346
1729,5,4,0,0.482317105
1730,5,1,0,4.391037224
1731,5,0,0,4.391037224
1732,5,20,1,0.50363151
1733,5,19,1,0.50363151
1734,5,9,0,0.482317105
1735,5,10,0,0.482317105
1736,5,0,0,4.391037224
1737,5,4,1,0.482317105
1738,5,22,1,0.50363151
1739,5,0,0,4.391037224
1740,5,5,0,4.391037224
1741,5,1,0,4.391037224
1742,5,13,0,0.482317105
1743,5,5,0,4.391037224
1744,5,4,0,4.391037224
1745,5,5,0,4.391037224
1746,5,11,0,0.381532346
1747,5,0,0,4.391037224
1748,5,7,0,0.381532346
1749,5,10,0,0.381532346
1750,5,21,1,0.50363151
1751,5,2,0,4.391037224
1752,5,18,0,0.50363151
1753,5,4,0,0.381532346
1754,5,8,0,0.482317105
1755,5,1,0,4.391037224
1756,6,0,0,1
1757,6,3,0,1
1758,6,1,0,1
1759,6,5,0,1
1760,6,5,0,1
1761,6,1,0,1
1762,6,5,0,1
1763,6,1,0,1
1764,6,1,0,1
1765,6,2,0,1
1766,6,1,0,1
1767,6,1,0,1
1768,6,27,1,1
1769,6,13,0,1
1770,6,8,0,1
1771,6,3.5,0,1
1772,6,5,0,1
1773,6,10,0,1
1774,6,3,0,1
1775,6,14,0,1
1776,6,8,0,1
1777,6,8,0,1
1778,6,10,0,1
1779,6,2,0,1
1780,6,0,0,1
1781,6,8,0,1
1782,6,1,0,1
1783,6,11.8125,0,1
1784,6,2.375,0,1
1785,6,4,0,1
1786,6,15,0,1
1787,6,15,0,1
1788,6,2,0,1
1789,6,10,1,1
1790,6,5,1,1
1791,6,0,0,1
1792,6,14,1,1
1793,6,0,0,1
1794,6,0,0,1
1795,6,2,0,1
1796,6,4,0,1
1797,6,1,0,1
1798,6,1,0,1
1799,6,3.5,0,1
1800,6,21,0,1
1801,6,5,0,1
1802,6,8,0,1
1803,6,2,0,1
1804,6,17,1,1
1805,6,2,0,1
1806,6,0,0,1
1807,6,5,0,1
1808,6,6,0,1
1809,6,1,0,1
1810,6,13,0,1
1811,6,1,0,1
1812,6,22,1,1
1813,6,5,0,1
1814,6,3,0,1
1815,6,1,0,1
1816,6,3,0,1
1817,6,8,0,1
1818,6,15,1,1
1819,6,2,0,1
1820,6,0,0,1
1821,6,1,0,1
1822,6,6,0,1
1823,6,6,0,1
1824,6,15,1,1
1825,6,13,0,1
1826,6,0,0,1
1827,6,0,0,1
1828,6,3,0,1
1829,6,3.5,0,1
1830,6,8,0,1
1831,6,5,0,1
1832,6,9,0,1
1833,6,7,0,1
1834,6,21,1,1
1835,6,6,0,1
1836,6,19,0,1
1837,6,6,0,1
1838,6,12,1,1
1839,6,6,0,1
1840,6,0,0,1
1841,6,0,0,1
1842,6,18,0,1
1843,6,0,0,1
1844,6,4,0,1
1845,6,4,1,1
1846,6,3,0,1
1847,6,7,0,1
1848,6,2,0,1
1849,6,3,0,1
1850,6,7,0,1
1851,6,4,0,1
1852,6,14,0,1
1853,6,23,1,1
1854,6,0,0,1
1855,6,3,0,1
1856,6,3,0,1
1857,6,12,0,1
1858,6,11,0,1
1859,6,4,0,1
1860,6,11,0,1
1861,6,5,0,1
1862,6,0,0,1
1863,6,7.875,0,1
1864,6,1,0,1
1865,6,12,0,1
1866,6,4,0,1
1867,6,0,0,1
1868,6,5,0,1
1869,6,5,0,1
1870,6,16,1,1
1871,6,21,1,1
1872,6,2,0,1
1873,6,8,0,1
1874,6,4,0,1
1875,6,1,0,1
1876,6,0,0,1
1877,6,12,1,1
1878,6,3,0,1
1879,6,2,0,1
1880,6,13,0,1
1881,6,2,0,1
1882,6,0,0,1
1883,6,2,0,1
1884,6,11,0,1
1885,6,2,0,1
1886,6,0,0,1
1887,6,2,0,1
1888,6,6,0,1
1889,6,2,0,1
1890,6,9,0,1
1891,6,12,0,1
1892,6,4,0,1
1893,6,1,0,1
1894,6,0,0,1
1895,6,3,0,1
1896,6,9,0,1
1897,6,0,0,1
1898,6,2,0,1
1899,6,0,0,1
1900,6,3,0,1
1901,6,3,0,1
1902,6,8,1,1
1903,6,10,0,1
1904,6,0,0,1
1905,6,3,0,1
1906,6,14,0,1
1907,6,5,0,1
1908,6,8.75,0,1
1909,6,0,0,1
1910,6,3,0,1
1911,6,3,0,1
1912,6,7,0,1
1913,6,1,0,1
1914,6,3,0,1
1915,6,3,0,1
1916,6,6,0,1
1917,6,16,0,1
1918,6,0,0,1
1919,6,8,0,1
1920,6,1,0,1
1921,6,1,0,1
1922,6,2,0,1
1923,6,5,0,1
1924,6,3,0,1
1925,6,4,0,1
1926,6,7,0,1
1927,6,0,0,1
1928,6,0,0,1
1929,6,9,0,1
1930,6,4,0,1
1931,6,4,0,1
1932,6,0,0,1
1933,6,3,0,1
1934,6,1,0,1
1935,6,0,0,1
1936,6,2,0,1
1937,6,1,0,1
1938,6,5,0,1
1939,6,3,0,1
1940,6,6,0,1
1941,6,5,1,1
1942,6,6,0,1
1943,6,3,0,1
1944,6,1,0,1
1945,6,7,0,1
1946,6,6,0,1
1947,6,4,0,1
1948,6,2,0,1
1949,6,16,0,1
1950,6,3,0,1
1951,6,8,0,1
1952,6,0,0,1
1953,6,11,0,1
1954,6,12,0,1
1955,6,1,0,1
1956,6,3,0,1
1957,6,1,0,1
1958,6,6,0,1
1959,6,1,0,1
1960,6,1,0,1
1961,6,4.625,0,1
1962,6,8,0,1
1963,6,5.625,0,1
1964,6,4,0,1
1965,6,7,0,1
1966,6,0,0,1
1967,6,8,0,1
1968,6,1,0,1
1969,6,5,0,1
1970,6,5,0,1
1971,6,2,0,1
1972,6,13,0,1
1973,6,4,0,1
1974,6,4,0,1
1975,6,4,0,1
1976,6,5.375,0,1
1977,6,0,0,1
1978,6,4,0,1
1979,6,4,0,1
1980,6,6,0,1
1981,6,2,0,1
1982,6,0,0,1
1983,6,3.375,0,1
1984,6,2,0,1
1985,6,4,0,1
1986,6,0,0,1
1987,6,3,0,1
1988,6,3,0,1
1989,6,0,0,1
1990,6,4,0,1
1991,6,0,0,1
1992,6,0,0,1
1993,6,2,0,1
1994,6,2,0,1
1995,6,1,0,1
1996,6,1,0,1
1997,6,0,0,1
1998,6,0,0,1
1999,6,8,0,1
2000,6,3,0,1
2001,6,0,0,1
2002,6,13,0,1
2003,6,1,0,1
2004,6,0,0,1
2005,6,3,0,1
2006,6,0,0,1
2007,6,6,0,1
2008,6,8,0,1
2009,6,1,0,1
2010,6,2,0,1
2011,6,2,0,1
2012,6,4,0,1
2013,6,4,0,1
2014,6,0,0,1
2015,6,0,0,1
2016,6,2,0,1
2017,6,1,0,1
2018,6,1,0,1
2019,6,5,0,1
2020,6,4,0,1
2021,6,0,0,1
2022,6,0,0,1
2023,6,9,0,1
2024,6,4,0,1
2025,6,3,0,1
2026,6,16,0,1
2027,6,16.5,0,1
2028,6,2,0,1
2029,6,2,0,1
2030,6,2,0,1
2031,6,1,0,1
2032,6,4,0,1
2033,6,1,0,1
2034,6,5,0,1
2035,6,3,0,1
2036,6,4,0,1
2037,6,4,0,1
2038,6,2,0,1
2039,6,0,0,1
2040,6,6,0,1
2041,6,1,0,1
2042,6,14,0,1
2043,6,4,0,1
2044,6,6,0,1
2045,6,10,0,1
2046,6,3,0,1
2047,6,0,0,1
2048,6,5,0,1
2049,6,3,0,1
2050,6,1,0,1
2051,6,3,0,1
2052,6,5,0,1
2053,6,4,0,1
2054,6,3,0,1
2055,6,3,0,1
2056,6,8,0,1
2057,6,6,0,1
2058,6,4,0,1
2059,6,3,0,1
2060,6,5,0,1
2061,6,6,0,1
2062,6,2,0,1
2063,6,1,0,1
2064,6,0,0,1
2065,6,7,1,1
2066,6,1,0,1
2067,6,6,0,1
2068,6,3,0,1
2069,6,6,0,1
2070,6,17,1,1
2071,6,16,0,1
2072,6,1,0,1
2073,6,3.625,0,1
2074,6,9,0,1
2075,6,3,0,1
2076,6,2,0,1
2077,6,7,0,1
2078,6,11,0,1
2079,6,4,0,1
2080,6,3,0,1
2081,6,3,0,1
2082,6,2,0,1
2083,6,3,0,1
2084,6,3,0,1
2085,6,9,0,1
2086,6,6,0,1
2087,6,1,0,1
2088,6,2,0,1
2089,6,3,0,1
2090,6,6,0,1
2091,6,3,0,1
2092,6,3,0,1
2093,6,4,0,1
2094,6,0,0,1
2095,6,2,0,1
2096,6,2,0,1
2097,6,8,0,1
2098,6,3,0,1
2099,6,3,0,1
2100,6,12,0,1
2101,6,4,0,1
2102,6,1,0,1
2103,6,6,0,1
2104,6,1,0,1
2105,6,3,0,1
2106,6,1,0,1
2107,6,0,0,1
2108,6,11,0,1
2109,6,6,0,1
2110,6,5,0,1
2111,6,3,0,1
2112,6,9,0,1
2113,6,1,0,1
2114,6,3,0,1
2115,6,6,0,1
2116,6,10,0,1
2117,6,1,0,1
2118,6,3,0,1
2119,6,1,0,1
2120,6,2,0,1
2121,6,6,0,1
2122,6,2,0,1
2123,6,0,0,1
2124,6,10,0,1
2125,6,8,0,1
2126,6,1,0,1
2127,6,2,0,1
2128,6,8,0,1
2129,6,13,0,1
2130,6,2,0,1
2131,6,4,0,1
2132,6,0,0,1
2133,6,7,0,1
2134,6,2,0,1
2135,6,1,0,1
2136,6,6,0,1
2137,6,1,0,1
2138,6,1,0,1
2139,6,0,0,1
2140,6,2,0,1
2141,6,1,0,1
2142,6,11,0,1
2143,6,0,0,1
2144,6,1,0,1
2145,6,0,0,1
2146,6,0,0,1
2147,6,0,0,1
2148,6,1,0,1
2149,6,1,0,1
2150,6,0,0,1
2151,6,4,0,1
2152,6,0,0,1
2153,6,20,0,1
2154,6,0,0,1
2155,6,1,0,1
2156,6,4,0,1
2157,6,2,0,1
2158,6,0,0,1
2159,6,0,0,1
2160,6,3,0,1
2161,6,4,0,1
2162,6,0,0,1
2163,6,9,0,1
2164,6,4,0,1
2165,6,6,0,1
2166,6,2,0,1
2167,6,1,0,1
2168,6,0,0,1
2169,6,3,0,1
2170,6,2,0,1
2171,6,0,0,1
2172,6,8,0,1
2173,6,0,0,1
2174,6,20,1,1
2175,6,0,0,1
2176,6,2,0,1
2177,6,6,0,1
2178,6,10,0,1
2179,6,1,0,1
2180,6,8,0,1
2181,6,2,0,1
2182,6,7,0,1
2183,6,4,0,1
2184,6,4,0,1
2185,6,2,0,1
2186,6,0,0,1
2187,6,3,0,1
2188,6,3,0,1
2189,6,5,0,1
2190,6,5,0,1
2191,6,14,0,1
2192,6,1,0,1
2193,6,6,0,1
2194,7,10,0,1
2195,7,11,0,1
2196,7,5,0,1
2197,7,10,1,1
2198,7,5,0,1
2199,7,8,0,1
2200,7,13,0,1
2201,7,9,1,1
2202,7,6,0,1
2203,7,11,1,1
2204,7,9,0,1
2205,7,8,0,1
2206,7,6,0,1
2207,7,21,0,1
2208,7,6,0,1
2209,7,4,0,3.1795
2210,7,11,0,1
2211,7,4,0,1
2212,7,11,1,1
2213,7,6,0,1
2214,7,6,0,1
2215,7,17,1,1
2216,7,12,0,1
2217,7,4,0,1
2218,7,10,0,1
2219,7,7,0,1
2220,7,12,0,1
2221,7,13,0,1
2222,7,8,0,1
2223,7,7,0,1
2224,7,11,0,1
2225,7,8,0,1
2226,7,10,0,1
2227,7,7,0,1
2228,7,14,0,1
2229,7,11,1,1
2230,7,5,0,1
2231,7,11,1,1
2232,7,21,1,1
2233,7,12,1,1
2234,7,5,0,1
2235,7,7,0,1
2236,7,6,1,1
2237,7,5,0,1
2238,7,8,0,1
2239,7,3,0,1
2240,7,6,0,1
2241,7,2,0,3.1795
2242,7,4,0,3.1795
2243,7,5,0,3.1795
2244,7,9,0,1
2245,7,4,0,1
2246,7,9,0,1
2247,7,10,0,1
2248,7,5,0,1
2249,7,7,0,1
2250,7,7,0,1
2251,7,12,1,1
2252,7,14,0,1
2253,7,10,0,1
2254,7,3,0,1
2255,7,13,0,1
2256,7,16,0,1
2257,7,15,1,1
2258,7,7,0,1
2259,7,7,0,1
2260,7,8,0,1
2261,7,15,0,1
2262,7,6,0,1
2263,7,10,0,1
2264,7,4,0,1
2265,7,16,1,1
2266,7,5,0,1
2267,7,8,0,1
2268,7,10,1,1
2269,7,14,0,1
2270,7,8,1,1
2271,7,13,0,1
2272,7,7,0,1
2273,7,9,1,1
2274,7,14,1,1
2275,7,7,0,1
2276,7,5,0,1
2277,7,3,0,1
2278,7,1,0,1
2279,7,6,0,1
2280,7,7,0,1
2281,7,7,0,1
2282,7,15,0,1
2283,7,5,0,3.1795
2284,7,7,1,1
2285,7,12,1,1
2286,7,5,0,1
2287,7,10,0,1
2288,7,9,0,1
2289,7,6,0,3.1795
2290,7,9,0,1
2291,7,12,0,1
2292,7,8,1,1
2293,7,5,0,1
2294,7,7,0,1
2295,7,5,0,1
2296,7,6,0,1
2297,7,24,1,1
2298,7,5,0,1
2299,7,12,1,1
2300,7,11,0,1
2301,7,5,1,1
2302,7,0,0,3.1795
2303,7,3,0,1
2304,7,8,0,1
2305,7,4,1,1
2306,7,5,0,1
2307,7,7,0,1
2308,7,9,0,1
2309,7,6,0,1
2310,7,8,0,1
2311,7,8,1,1
2312,7,5,0,1
2313,7,6,0,1
2314,7,3,0,3.1795
2315,7,2,0,3.1795
2316,7,2,0,3.1795
2317,7,3,0,1
2318,7,4,1,3.1795
2319,7,2,0,3.1795
2320,7,4,0,3.1795
2321,7,2,0,3.1795
2322,7,2,1,3.1795
2323,7,2,0,3.1795
2324,7,4,0,3.1795
2325,7,6,0,1
2326,7,3,0,1
2327,7,4,0,3.1795
2328,7,5,0,3.1795
2329,7,6,1,1
2330,7,5,0,1
2331,7,6,0,1
2332,7,6,0,1
2333,7,2,0,3.1795
2334,7,10,0,1
2335,7,7,0,1
2336,7,11,0,1
2337,7,5,0,3.1795
2338,7,4,0,3.1795
2339,7,3,0,3.1795
2340,7,1,0,3.1795
2341,7,8,0,1
2342,7,2,0,3.1795
2343,7,5,0,1
2344,7,0,0,3.1795
2345,7,9,0,1
2346,7,6,0,1
2347,7,2,0,3.1795
2348,7,2,0,3.1795
2349,7,9,0,1
2350,7,10,0,1
2351,7,7,0,1
2352,7,0,0,3.1795
2353,7,6,0,3.1795
2354,7,7,0,1
2355,7,6,0,1
2356,7,2,1,3.1795
2357,7,7,0,1
2358,7,2,0,3.1795
2359,7,6,0,1
2360,7,11,0,1
2361,7,1,0,3.1795
2362,7,6,0,1
2363,7,0,0,3.1795
2364,7,5,0,3.1795
2365,7,7,0,1
2366,7,2,0,3.1795
2367,7,8,0,1
2368,7,4,0,1
2369,7,2,0,3.1795
2370,7,6,0,1
2371,7,18,1,1
2372,7,2,0,3.1795
2373,7,3,0,3.1795
2374,8,5,0,1
2375,8,6,1,1
2376,8,6,0,1
2377,8,0,0,5
2378,8,12,0,1
2379,8,7,0,1
2380,8,5,0,1
2381,8,18,1,1
2382,8,16,1,1
2383,8,10,0,1
2384,8,0,0,5
2385,8,21,1,1
2386,8,8,0,1
2387,8,0,0,1
2388,8,15,0,1
2389,8,5,0,1
2390,8,0,0,5
2391,8,3,0,5
2392,8,6,0,1
2393,8,4,0,5
2394,8,15,0,1
2395,8,8,0,1
2396,8,21,1,1
2397,8,19,1,1
2398,8,12,0,1
2399,8,15,1,1
2400,8,4,0,1
2401,8,6,0,1
2402,8,0,0,1
2403,8,3,0,1
2404,8,18,1,1
2405,8,4,0,1
2406,8,10,0,1
2407,8,22,1,1
2408,8,11,0,1
2409,8,8,0,1
2410,8,0,0,5
2411,8,23,1,1
2412,8,21,1,1
2413,8,12,1,1
2414,8,19,1,1
2415,8,15,0,1
2416,8,15,1,1
2417,8,17,0,1
2418,8,12,0,1
2419,8,12,1,1
2420,8,2,0,1
2421,8,7,0,1
2422,8,8,0,1
2423,8,13,0,1
2424,8,9,0,1
2425,8,3,0,5
2426,8,1,0,5
2427,8,0,0,1
2428,8,4,0,5
2429,8,8,0,1
2430,8,24,1,1
2431,8,9,0,1
2432,8,9,0,1
2433,8,9,0,1
2434,8,13,0,1
2435,8,5,0,1
2436,8,5,0,1
2437,8,2,0,5
2438,8,12,0,1
2439,8,5,0,1
2440,8,8,0,1
2441,8,2,0,5
2442,8,12,0,1
2443,8,4,0,1
2444,8,19,1,1
2445,8,9,0,1
2446,8,16,1,1
2447,8,2,0,5
2448,8,2,0,5
2449,8,19,0,1
2450,8,2,0,1
2451,8,9,0,1
2452,8,10,0,1
2453,8,12,0,1
2454,8,10,0,1
2455,8,11,0,1
2456,8,17,1,1
2457,8,6,0,1
2458,8,8,0,1
2459,8,16,0,1
2460,8,13,0,1
2461,8,0,0,5
2462,8,14,0,1
2463,8,12,0,1
2464,8,10,0,1
2465,8,3,0,1
2466,8,8,1,1
2467,8,3,0,1
2468,8,24,1,1
2469,8,20,1,1
2470,8,14,0,1
2471,8,6,0,1
2472,8,20,1,1
2473,8,0,0,5
2474,8,6,0,1
2475,8,13,0,1
2476,8,5,0,1
2477,8,8,0,1
2478,8,4,0,1
2479,8,7,0,1
2480,8,8,0,1
2481,8,3,0,1
2482,8,21,1,1
2483,8,8,0,1
2484,8,24,0,1
2485,8,5,0,1
2486,8,25,1,1
2487,8,7,0,5
2488,8,5,0,1
2489,8,0,0,1
2490,8,6,0,1
2491,8,14,0,1
2492,8,5,0,1
2493,8,11,1,1
2494,8,6,0,1
2495,8,15,0,1
2496,8,4,0,1
2497,8,15,1,1
2498,8,0,0,1
2499,8,0,0,5
2500,8,7,0,1
2501,8,0,0,5
2502,8,7,0,1
2503,8,3,0,1
2504,8,6,0,1
2505,8,0,0,5
2506,8,15,0,1
2507,8,10,0,1
2508,8,1,0,1
2509,8,6,0,1
2510,8,10,0,1
2511,8,27,1,1
2512,8,4,0,1
2513,8,12,0,1
2514,8,0,0,5
2515,8,9,0,1
2516,8,3,0,1
2517,8,1,0,1
2518,8,5,0,1
2519,8,4,0,5
2520,8,12,0,1
2521,8,1,0,1
2522,8,20,0,1
2523,8,3,0,1
2524,8,7,0,1
2525,8,5,0,1
2526,8,23,1,1
2527,8,22,1,1
2528,8,2,0,1
2529,8,12,1,1
2530,8,0,0,5
2531,8,0,0,1
2532,8,2,0,5
2533,8,6,0,5
2534,8,13,0,1
2535,8,16,0,1
2536,8,14,1,1
2537,8,11,0,1
2538,8,2,0,1
2539,8,2,0,1
2540,8,12,1,1
2541,8,8,0,1
2542,8,3,0,5
2543,8,10,0,1
2544,8,13,0,1
2545,8,1,0,1
2546,8,4,0,5
2547,8,16,1,1
2548,8,27,0,1
2549,8,4,0,1
2550,8,13,0,1
2551,8,4,0,1
2552,8,8,0,1
2553,8,14,0,1
2554,8,8,0,1
2555,8,15,1,1
2556,8,0,0,1
2557,8,5,0,1
2558,8,17,0,1
2559,8,3,0,1
2560,8,0,0,5
2561,8,22,1,1
